id,worker,scenario,paradigm,iteration,calcium_min,calcium_max,calories_min,calories_max,caloriesFromFat_min,caloriesFromFat_max,cholesterol_min,cholesterol_max,dietaryFiber_min,dietaryFiber_max,folate_min,folate_max,iron_min,iron_max,magnesium_min,magnesium_max,niacin_min,niacin_max,potassium_min,potassium_max,protein_min,protein_max,saturatedFat_min,saturatedFat_max,sodium_min,sodium_max,sugars_min,sugars_max,thiamin_min,thiamin_max,totalCarbohydrates_min,totalCarbohydrates_max,totalFat_min,totalFat_max,vitaminA_min,vitaminA_max,vitaminB6_min,vitaminB6_max,vitaminC_min,vitaminC_max,rating_min,rating_max,order1,order2,order3
42330,508,6.2360,EnhancedMAUT,1,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,3,,,,
42330,508,6.2360,EnhancedMAUT,2,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,5,,,,
42330,508,6.2360,EnhancedMAUT,3,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,3,,,,
42330,508,6.2360,EnhancedMAUT,4,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,5,,,,
42330,508,6.2360,EnhancedMAUT,5,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,4,,,,
42330,508,6.2360,EnhancedMAUT,6,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,5,,,,
42330,508,6.2360,EnhancedMAUT,7,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,3,,,,
42330,508,6.2360,EnhancedMAUT,8,1000.0,,2500.0,,100,,300.0,,38.0,,0.4,,8.0,,400.0,,19.0,,4700.0,,56.0,,,,750.0,,,,1.5,,130.0,,,,3000.0,,1.3,,90.0,,5,,,,
42332,508,0.5668,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42332,508,0.5668,Faceted,1,,,2400,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42332,508,0.5668,Faceted,2,,,2400,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,120,,,,,,,4.5,,,,
42332,508,0.5668,Faceted,3,,,2400,2600,,,,,,,,,,,,,,,,,,,25,35,,,,,,,,,100,120,,,,,,,4.5,,,,
42332,508,0.5668,Faceted,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42334,508,5.4192,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42340,511,0.5668,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,6000,,,,,,,,,
42340,511,0.5668,Faceted,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,6000,,,,,4.5,,,,
42342,511,19.7431,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5,,,,,,,,,,,,,,,
42342,511,19.7431,Faceted,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42344,511,13.773,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42344,511,13.773,EnhancedMAUT,1,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
42595,580,13.773,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
42597,580,5.4192,SortedBoolean,0,800.0,1000.0,,,,,,,,,0.32,0.4,6.4,8.0,,,,,3760.0,4700.0,36.8,46.0,,,,,,,,,,,,,,,,,72.0,90.0,,5,,,
42597,580,5.4192,SortedBoolean,1,,1000.0,,,,,,,,,,0.4,,8.0,,,,,,4700.0,,46.0,,,,,,,,,,,,,,,,,,90.0,,5,,,
42599,580,0.5668,SortedBoolean,0,,,,,,,,,,,,,,,,400.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,5,,,
42700,603,2.4722,Faceted,0,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42700,603,2.4722,Faceted,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
42700,603,2.4722,Faceted,2,,,2600,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
42700,603,2.4722,Faceted,3,800,1000,2600,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
42700,603,2.4722,Faceted,4,800,1000,2600,2800,,,,,,,,,,,350,400,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
42702,603,12.7895,EnhancedMAUT,0,,,,,,,,,,,0.352,,,,,,,,,,,,,,,,,,1.305,,,,,,,,1.599,,74.7,,,,,,
42702,603,12.7895,EnhancedMAUT,1,,,,,,,,,,,0.352,,,,,,,,,,,,,,,,,,1.305,,,,,,,,1.599,,74.7,,4,,,,
42702,603,12.7895,EnhancedMAUT,2,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,1.26,,,,,,,,1.69,,72.0,,4,,,,
42704,603,5.6042,Faceted,0,,,,,,,,,,,,,,,,,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,
42704,603,5.6042,Faceted,1,,,,,,,,,,,,,,,,,,,,,60,80,,,,,,,,,,,,,,,,,100,125,,,,,
42704,603,5.6042,Faceted,2,1200,1400,,,,,,,,,,,,,,,,,,,60,80,,,,,,,,,,,,,,,,,100,125,,,,,
42704,603,5.6042,Faceted,3,1200,1400,,,,,,,,,,,25,30,,,,,,,60,80,,,,,,,,,,,,,,,,,100,125,,,,,
42704,603,5.6042,Faceted,4,1200,1400,,,,,,,,,,,25,30,450,500,,,,,60,80,,,,,,,,,,,,,,,,,100,125,,,,,
42704,603,5.6042,Faceted,5,1200,1400,,,,,,,,,0.7,0.9,25,30,450,500,,,,,60,80,,,,,,,,,,,,,,,,,100,125,,,,,
42785,624,5.6042,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,
42785,624,5.6042,SortedBoolean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,3,5,,,
42787,624,12.7895,SortedBoolean,0,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,1,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,2,,,,,,,,,,,10,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,3,,,,,,,,,,,1,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,4,,,,,,,,,,,8,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,5,,,,,,,,,,,5,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,6,,,,,,,,,,,4,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42787,624,12.7895,SortedBoolean,7,,,,,,,,,,,4,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,
42787,624,12.7895,SortedBoolean,8,,,,,,,,,,,4,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,
42789,624,2.4722,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
42789,624,2.4722,EnhancedMAUT,1,1000,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,
42840,652,10.619,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
42842,652,0.583,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
42844,652,9.626,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,
42885,664,0.583,EnhancedMAUT,0,,,37500.0,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,1.5,,,,,,,,,,,,5,,,,
42935,388,0.583,SortedBoolean,0,,,,2500,,,,,,,,,,,,,,,,,,,,,,1500,,,,1.5,,,,,,,,,,,,5,,,
42937,388,1.669,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,1.3,,,,4,,,,
42939,388,17.578,SortedBoolean,0,,,,2000,,,,,,,,,,,,,,,,,,,,,,1500,,100,,,,,,,,,,,,,3,5,+calories,+sodium,+sugars
42970,674,0.583,SortedBoolean,0,,,800,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,
42972,674,1.669,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,46,,,,,,,,,,130,,,,,,,,,,,,,,
42974,674,17.578,SortedBoolean,0,,,,2000,,,,,,,,,,,,,,,,,,,,,,1500,,400,,,,,,,,,,,,,,,,,
42975,682,0.583,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,
42975,682,0.583,SortedBoolean,1,,,2500,2600,,,,,,,,,,,,,,,,,,,,,,1500,,,1.0,1.5,,,,,,,,,,,3.5,5,,,
42975,682,0.583,SortedBoolean,2,,,,2600,,,,,,,,,,,,,,,,,,,,,,1500,,,1.0,1.5,,,,,,,,,,,3.5,5,,,
42977,682,1.669,SortedBoolean,0,,,,,,2000,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,1.5,,,3,,,,
42977,682,1.669,SortedBoolean,1,,,,2000,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,1.5,,,3,,,,
42977,682,1.669,SortedBoolean,2,,,,2000.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,1.5,,,3,,-calories,,
42977,682,1.669,SortedBoolean,3,,,,2000.0,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,1.5,,,3,,-calories,-vitaminB6,-protein
42979,682,11.2959,SortedBoolean,0,,1600,,2000,,,,,,,,,,,,400,,,,,,43,,,,1500,,,,,,,,,,,,,,,,,,,
42979,682,11.2959,SortedBoolean,1,,1600.0,,2000.0,,,,,,,,,,,,400.0,,,,,,43.0,,,,1500.0,,,,,,,,,,,,,,,3.5,,,,
42979,682,11.2959,SortedBoolean,2,,1600.0,,2000.0,,,,,,,,,,,,400.0,,,,,,43.0,,,,1500.0,,,,,,,,,,,,,,,3.5,,-calories,-calcium,-protein
43000,686,17.578,EnhancedMAUT,0,,,2000.0,,100,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,4,,,,
43035,695,1.669,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
43035,695,1.669,Faceted,1,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
43035,695,1.669,Faceted,2,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,3.5,,,,
43035,695,1.669,Faceted,3,,,,2000,,,,,,,,,,,,,,,,,60,80,,,,,,,,,,,,,,,,1.5,,,3.5,,,,
43035,695,1.669,Faceted,4,,,,2000,,,,,,,,,,,,,,,,,60,80,,,,,,,,,,,,,,,,1.5,,,3.5,,-calories,-protein,-vitaminB6
43037,695,14.2832,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,100,,,3.5,,-totalCarbohydrates,,
43039,695,12.7895,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
43039,695,12.7895,Faceted,1,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
43039,695,12.7895,Faceted,2,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.5,,,,
43039,695,12.7895,Faceted,3,,,,,,,,,,,,0.5,,,,,60,70,,,,,,,,,,,,,,,,,,,4.0,,,,3.5,,,,
43075,704,11.2959,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43075,704,11.2959,EnhancedMAUT,1,1000.0,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,5,,,,
43075,704,11.2959,EnhancedMAUT,2,1200.0,,,,,,,,,,,,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,5,,,,
43077,704,14.2832,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1800.0,,,,,390.0,650.0,,,,,1.04,1.235,,,,,,,
43079,704,17.578,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43079,704,17.578,Faceted,1,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43079,704,17.578,Faceted,2,,,2000,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43079,704,17.578,Faceted,3,,,2000,2200,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,4.0,,,,
43079,704,17.578,Faceted,4,,,2000,2200,,,,,,,,,,,,,,,,,,,,,,2500,,,,,,175,,,,,,,,,4.0,,,,
43250,335,14.2832,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,156.0,,,,,,1.3,,,,4,,,,
43252,335,12.7895,EnhancedMAUT,0,,,,,,,,,,,0.1,,,,,,9.5,,,,,,,,,,,,0.375,,,,,,,,1.3,,22.5,,4,,,,
43254,335,18.2366,SortedBoolean,0,0.0,1000.0,,,,,0.0,100.0,,,,,,,,,,,0.0,4700.0,,,,,,,,,,,,,,,,,,,,,3,5,,,
43290,751,14.2832,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,
43290,751,14.2832,EnhancedMAUT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,1.3,,,,,,,,
43315,757,18.2366,EnhancedMAUT,0,,,1200,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
43317,757,4.3002,Faceted,0,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43317,757,4.3002,Faceted,1,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,75,,,,,
43317,757,4.3002,Faceted,2,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.0,,,,,,,,,50,75,,,,,
43317,757,4.3002,Faceted,3,,,,2000,,,,,,,0.5,0.7,,,,,,,,,,,,,,,,,1.5,2.0,,,,,,,,,50,75,,,,,
43317,757,4.3002,Faceted,4,,,,2000,,,,,,,0.5,0.7,,,,,,,,,,,,,,,,,1.5,2.0,,,,,,,,,50,75,3.0,,,,
43317,757,4.3002,Faceted,5,,,,2000,,,,,,,0.5,0.7,,,,,,,,,,,,,,2500,,,1.5,2.0,,,,,,,,,50,75,3.0,,,,
43319,757,9.626,EnhancedMAUT,0,1400.0,,1500.0,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
43319,757,9.626,EnhancedMAUT,1,1400.0,,1500.0,,,,,,,,,,,,,,13.05,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
43335,760,4.3002,Faceted,0,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43335,760,4.3002,Faceted,1,,,,2000,,,,,,,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43335,760,4.3002,Faceted,2,,,,2000,,,,,,,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,125,150,,,,,
43335,760,4.3002,Faceted,3,,,,2000,,,,,,,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,125,150,4.5,,,,
43337,760,9.626,EnhancedMAUT,0,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43337,760,9.626,EnhancedMAUT,1,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43337,760,9.626,EnhancedMAUT,2,1500,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43337,760,9.626,EnhancedMAUT,3,1500,,1200,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43337,760,9.626,EnhancedMAUT,4,1500,,1300,,,,,,,,,,,,,,12,,,,,,,,,,,,,,130,,,,,,,,,,4,,,,
43339,760,7.4675,SortedBoolean,0,,,1500,2200,,,,,,,,,,,,,,,,,70,400,,,,,,,,,,,,,4100,9000,,,101,9000,4,5,,,
43495,793,4.3002,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
43495,793,4.3002,EnhancedMAUT,1,,,,,,,,,,,.5,,,,,,,,,,,,,,1500,,,,1.9,,,,,,,,,,,,5,,,,
43500,794,9.626,SortedBoolean,0,1400,1800,0,1500,,,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,4,5,,,
43500,794,9.626,SortedBoolean,1,1400,1800,0,1500,,,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
43500,794,9.626,SortedBoolean,2,1200,2000,0,1500,,,,,,,,,,,,,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
43502,794,7.4675,EnhancedMAUT,0,,,,,,,,,,,0.6,,,,,,18,,,,61,,,,,,,,1.5,,,,,,4000,,,,100,,,,,,
43504,794,11.2959,SortedBoolean,0,1400,2500,,,,,,,,,,,,,400,1000,,,,,0,40,,,0,1500,,,,,,,,,,,,,,,,,,,
43504,794,11.2959,SortedBoolean,1,1400,4000,,,,,,,,,,,,,300,2000,,,,,0,40,,,0,1500,,,,,,,,,,,,,,,,,,,
43504,794,11.2959,SortedBoolean,2,1400,4000,,,,,,,,,,,,,300,2000,,,,,0,40,,,,,,,,,,,,,,,,,,,,,,,
43504,794,11.2959,SortedBoolean,3,1400,4000,,,,,,,,,,,,,,,,,,,0,40,,,,,,,,,,,,,,,,,,,,,,,
43504,794,11.2959,SortedBoolean,4,1000,4000,,,,,,,,,,,,,,,,,,,0,40,,,,,,,,,,,,,,,,,,,,,,,
43725,853,4.3002,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,+rating_max,-calories,+thiamin
43725,853,4.3002,SortedBoolean,1,,,1500,2000,,,,,,,.5,,,,,,,,,,,,,,,2000,,,1.0,,,,,,,,,,120,,2.5,5,+rating_max,-calories,+thiamin
43727,853,9.626,Faceted,0,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43727,853,9.626,Faceted,1,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43727,853,9.626,Faceted,2,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,4.0,,,,
43727,853,9.626,Faceted,3,1200,1400,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,4.0,,,,
43727,853,9.626,Faceted,4,1200,1400,,2000,,,,,,,,,,,,,,40,,,,,,,,,,,,,,175,,,,,,,,,4.0,,,,
43727,853,9.626,Faceted,5,1200,1400,,2000,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43727,853,9.626,Faceted,6,1200,1400,,2000,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
43727,853,9.626,Faceted,7,1200,1400,,2000,,,,,,,,,,,,,,40,,,,,,,,,,,,,,175,,,,,,,,,3.5,,,,
43727,853,9.626,Faceted,8,1200,1400,,2000,,,,,,,,,,,,,,40,,,,,,,,,,,,,,175,,,,,,,,,3.5,,-calcium,,
43729,853,11.2959,EnhancedMAUT,0,1400,,2000,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,3.5,,,,
43729,853,11.2959,EnhancedMAUT,1,1400,,2000,,,,,,,,,,,,,,,,,,40,,,,1500,,,,,,,,,,,,,,,,3.5,,,,
43729,853,11.2959,EnhancedMAUT,2,1400,,2000,,,,,,,,,,,,400,,,,,,40,,,,1500,,,,,,,,,,,,,,,,4,,,,
43729,853,11.2959,EnhancedMAUT,3,1400,,2000,,,,,,,,,,,,400,,,,,,40,,,,1500,,,,,,,,,,,,,,,,5,,,,
43745,856,9.626,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,
43747,856,11.2959,Faceted,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43747,856,11.2959,Faceted,1,,,,,,,,,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
43747,856,11.2959,Faceted,2,,,,,,,,,25,30,,,,,350,400,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
