id,worker,scenario,paradigm,iteration,calcium_min,calcium_max,calories_min,calories_max,caloriesFromFat_min,caloriesFromFat_max,cholesterol_min,cholesterol_max,dietaryFiber_min,dietaryFiber_max,folate_min,folate_max,iron_min,iron_max,magnesium_min,magnesium_max,niacin_min,niacin_max,potassium_min,potassium_max,protein_min,protein_max,saturatedFat_min,saturatedFat_max,sodium_min,sodium_max,sugars_min,sugars_max,thiamin_min,thiamin_max,totalCarbohydrates_min,totalCarbohydrates_max,totalFat_min,totalFat_max,vitaminA_min,vitaminA_max,vitaminB6_min,vitaminB6_max,vitaminC_min,vitaminC_max,rating_min,rating_max,order1,order2,order3
45039,1153,19.7433,SortedBoolean,0,,,,,,,,,,,0.4,,,,,,15.0,,,,,,,,,,,,1.1,,,,,,,,1.3,,,,,,,,
45055,1157,14.2832,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,620,,,,,,1.3,,,,,,,,
45057,1157,19.7433,EnhancedMAUT,0,,,2200,,120,,,,,,1.2,,,,,,3,,,,,,,,,,,,2.1,,,,,,,,4.6,,,,,,,,
45059,1157,9.626,SortedBoolean,0,1400,,1500,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45060,1158,19.7433,EnhancedMAUT,0,,,,,,,,,,,1000,,,,,,1000,,,,,,,,,,,,1000,,,,,,,,,,,,4,,,,
45062,1158,6.2876,EnhancedMAUT,0,,,2500.0,,,,,,7.6,,,,,,,,,,,,,,,,150.0,,200,,,,,,,,,,,,,,,,,,
45064,1158,14.2832,EnhancedMAUT,0,,,62500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,1.3,,,,,,,,
45070,1160,19.7433,EnhancedMAUT,0,,,500.0,,,,,,6.25,,0.6,,,,,,19.05,,,,,,,,,,1,,2.101,,,,,,,,1.703,,,,5,,,,
45072,1160,14.2832,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,,,,,650.0,,,,,,2.6,,,,5,,,,
45074,1160,6.2876,SortedBoolean,0,,,1250.0,2500.0,,,,,,,0.4,0.8,,,,,,,,,56.0,280.0,,,0.0,750.0,,,,,,,,,,,,,,,4,5,+sodium,-protein,-folate
45074,1160,6.2876,SortedBoolean,1,,,1250.0,3750.0,,,,,,,0.2,0.8,,,,,,,,,28.0,280.0,,,0.0,1125.0,,,,,,,,,,,,,,,4,5,+sodium,-protein,-folate
45120,1171,14.2832,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45120,1171,14.2832,EnhancedMAUT,1,,,2500,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,620,,,,,,1.3,,,,4,,,,
45122,1171,9.626,SortedBoolean,0,1000.0,1500.0,1700.0,2000.0,,,,,,,,,,,,,7.5,12.75,,,,,,,,,,,,,117.0,130.0,,,,,,,,,3,5,,,
45122,1171,9.626,SortedBoolean,1,1000.0,1000.0,1700.0,2000.0,,,,,,,,,,,,,7.5,12.75,,,,,,,,,,,,,117.0,130.0,,,,,,,,,3,5,,,
45122,1171,9.626,SortedBoolean,2,1000.0,1000.0,1700.0,2000.0,,,,,,,,,,,,,7.5,15.0,,,,,,,,,,,,,117.0,130.0,,,,,,,,,3,5,,,
45122,1171,9.626,SortedBoolean,3,1000.0,1000.0,1700.0,2000.0,,,,,,,,,,,,,7.5,15.0,,,,,,,,,,,,,117.0,130.0,,,,,,,,,3,4,,,
45122,1171,9.626,SortedBoolean,4,1000,1000,1200,1500,,,,,,,,,,,,,7.5,15,,,,,,,,,,,,,117,130,,,,,,,,,3,4,,,
45122,1171,9.626,SortedBoolean,5,1000,1000,1200,1500,,,,,,,,,,,,,,10,,,,,,,,,,,,,117,130,,,,,,,,,3,4,,,
45122,1171,9.626,SortedBoolean,6,,1000,1200,1500,,,,,,,,,,,,,,10,,,,,,,,,,,,,117,130,,,,,,,,,3,4,,,
45122,1171,9.626,SortedBoolean,7,,1000,1200,1500,,,,,,,,,,,,,,10,,,,,,,,,,,,,,130,,,,,,,,,3,4,,,
45122,1171,9.626,SortedBoolean,8,,1000,,1500,,,,,,,,,,,,,,10,,,,,,,,,,,,,,130,,,,,,,,,3,4,,,
45122,1171,9.626,SortedBoolean,9,,1000,,1500,,,,,,,,,,,,,,10,,,,,,,,,,,,,,130,,,,,,,,,,,,,
45124,1171,2.4724,SortedBoolean,0,,1500,,,,,,,,,,,,12,,500,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
45124,1171,2.4724,SortedBoolean,1,,1500,,,,,,,,,,,,12,,500,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,
45124,1171,2.4724,SortedBoolean,2,,1500,,,,,,,,,,,,12,,500,,,,,,60,,,,,,,,,,,,,,,,,,,3,5,,,
45124,1171,2.4724,SortedBoolean,3,,1500,,,,,,,,,,.5,,12,,500,,,,,,60,,,,,,,,,,,,,,,,,,,3,5,,,
45124,1171,2.4724,SortedBoolean,4,,1500,,,,,,,,,,.5,,12,,500,,,,,,60,,,,,,,,,,,,,,,,,,,4,5,,,
45124,1171,2.4724,SortedBoolean,5,,1500,,,,,,,,,,.5,,12,,500,,,,,,200,,,,,,,,,,,,,,,,,,,4,5,,,
45124,1171,2.4724,SortedBoolean,6,,1500,,,,,,,,,,.5,,12,,500,,,,,,200,,,,,,,,,,,,,,,,,,,4,5,-calcium,-iron,-folate
45155,1178,9.626,SortedBoolean,0,1400,1400,1500,1500,,,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
45155,1178,9.626,SortedBoolean,1,1200,1400,1500,1800,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
45155,1178,9.626,SortedBoolean,2,1200,1400,1500,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45157,1178,2.4724,SortedBoolean,0,1400,1600,,,,,,,,,,,,,,,,,,,50,60,,,,,,,,,,,,,,,,,,,,,,,
45159,1178,19.7433,SortedBoolean,0,,,1900,2100,,,,,,,,,,,,,17,21,,,,,,,,,,,1.9,2.2,,,,,,,1.5,1.9,,,,,,,
45159,1178,19.7433,SortedBoolean,1,,,,,,,,,,,,,,,,,17,21,,,,,,,,,,,1.9,2.2,,,,,,,1.5,1.9,,,,,,,
45170,1182,2.4724,SortedBoolean,0,,1000.0,,,,,,,,,,0.4,,8.0,,400.0,,,,,,56.0,,,,,,,,,,,,,,,,,,,,5,,,
45172,1182,14.2832,SortedBoolean,0,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,130.0,,,,,,1.3,,,,5,,,
45172,1182,14.2832,SortedBoolean,1,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,130.0,,,,,,1.3,,,,5,,,
45172,1182,14.2832,SortedBoolean,2,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,1.3,,,,5,,,
45174,1182,16.2344,SortedBoolean,0,,,,2225.0,,,,,,,,,,,,,,,,470.0,,,,,,1500.0,,,,,,,,,,,,,,,,,,,
45420,1232,14.2832,SortedBoolean,0,,,2000,2500,,,,,,,,,,,,,,,,,,,,,0,1500,,,,,0,500,,,,,1,1.3,,,4,5,,,
45420,1232,14.2832,SortedBoolean,1,,,2000,2500,,,,,,,,,,,,,,,,,,,,,0,1500,,,,,0,600,,,,,1,1.3,,,4,5,,,
45420,1232,14.2832,SortedBoolean,2,,,2000,2600,,,,,,,,,,,,,,,,,,,,,0,1600,,,,,0,600,,,,,1,1.3,,,4,5,,,
45422,1232,9.626,EnhancedMAUT,0,,,1500,,,,,,,,,,,,,,13,,,,,,,,,,,,,,130,,,,,,,,,,,,,,
45424,1232,2.4724,EnhancedMAUT,0,1500,,2500,,,,,,,,0.4,,12,,500,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,
45424,1232,2.4724,EnhancedMAUT,1,1500,,2500,,,,,,,,0.4,,12,,500,,,,,,56,,,,,,,,,,,,,,,,,,,,5,,,,
45425,1233,14.2832,SortedBoolean,0,,1000,,2500,,,,300,,38,,0.4,,8,,400,,19,,4700,,56,,,,1500,,,,1.5,,620,,,,3000,,1.3,,90,3,4,,,
45425,1233,14.2832,SortedBoolean,1,,1000,,2500,,,,300,,38,,0.4,,8,,400,,19,,4700,,56,,,,1500,,,,1.5,,620,,,,3000,,1.3,,90,,4,,,
45425,1233,14.2832,SortedBoolean,2,,1000,2500,2500,,,,300,,38,,0.4,,8,,400,,19,,4700,,56,,,,1500,,,,1.5,,620,,,,3000,,1.3,,90,,4,,,
45425,1233,14.2832,SortedBoolean,3,,,2500,2500,,,,,,38,,0.4,,,,,,,,,,56,,,,1500,,,,,,620,,,,,,1.3,,,,4,,,
45425,1233,14.2832,SortedBoolean,4,,,2500,2500,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,620,,,,,,1.3,,,,4,,,
45425,1233,14.2832,SortedBoolean,5,,,,,,,,,,,,,,,,,,,,,,,,,700,1500,,,,,620,620,,,,,1.3,1.3,,,,4,,,
45425,1233,14.2832,SortedBoolean,6,,,,,,,,,,,,,,,,,,,,,,,,,200,1500,,,,,620,620,,,,,1.3,1.3,,,,4,,,
45425,1233,14.2832,SortedBoolean,7,,,,,,,,,,,,,,,,,,,,,,,,,200,1500,,,,,500,620,,,,,0.9,1.3,,,,4,,,
45425,1233,14.2832,SortedBoolean,8,,,,,,,,,,,,,,,,,,,,,,,,,200,1500,,,,,500,620,,,,,0.9,1.3,,,3,4,,,
45425,1233,14.2832,SortedBoolean,9,,,,,,,,,,,,,,,,,,,,,,,,,200,1500,,,,,500,620,,,,,0.9,1.3,,,3,3,,,
45425,1233,14.2832,SortedBoolean,10,,,,,,,,,,,,,,,,,,,,,,,,,200,1500,,,,,500,620,,,,,0.9,1.3,,,1,4,,,
45425,1233,14.2832,SortedBoolean,11,,,,,,,,,,,,,,,,,,,,,,,,,1,2000,,,,,1,700,,,,,0.1,2,,,1,4,,,
45427,1233,4.3821,SortedBoolean,0,,,0,1800,,,,,,,0.1,0.8,,,,,,,,,,,,,,,,,1.5,3,100,150,,,,,,,100,250,1,4,,,
45429,1233,3.3441,SortedBoolean,0,,,,,,,,,,,,,,,,,14.8,16,4500,5000,,,,,,,,,1,2,,,,,,,1,2,,,2,4,,,
45429,1233,3.3441,SortedBoolean,1,,,,,,,,,,,,,,,,,14.8,18,4000,5000,,,,,,,,,0.8,2.5,,,,,,,0.8,3,,,2,4,,,
45429,1233,3.3441,SortedBoolean,2,,,,,,,,,,,,,,,,,14.8,18,4000,5000,,,,,,,,,0.8,2.5,,,,,,,0.8,3,,,1,4,,,
45429,1233,3.3441,SortedBoolean,3,,,,,,,,,,,,,,,,,13,18,3800,5000,,,,,,,,,0.6,3,,,,,,,0.5,3,,,1,4,,,
45429,1233,3.3441,SortedBoolean,4,,,,,,,,,,,,,,,,,13,18,3800,5000,,,,,,,,,0.1,5,,,,,,,0.1,5,,,1,4,,,
45429,1233,3.3441,SortedBoolean,5,,,,,,,,,,,,,,,,,13,18,3800,6000,,,,,,,,,0.1,5,,,,,,,0.1,5,,,1,4,,,
45429,1233,3.3441,SortedBoolean,6,,,,,,,,,,,,,,,,,13,20,3800,6000,,,,,,,,,0.1,5,,,,,,,0.1,5,,,1,4,,,
45429,1233,3.3441,SortedBoolean,7,,,,,,,,,,,,,,,,,11,20,3800,6000,,,,,,,,,0.1,5,,,,,,,0.1,5,,,1,4,,,
45429,1233,3.3441,SortedBoolean,8,,,,,,,,,,,,,,,,,11,20,3800,6000,,,,,,,,,0.1,8,,,,,,,0.1,7,,,1,4,,,
45429,1233,3.3441,SortedBoolean,9,,,,,,,,,,,,,,,,,11,20,3000,7000,,,,,,,,,0.1,8,,,,,,,0.1,7,,,1,4,,,
45429,1233,3.3441,SortedBoolean,10,,,,,,,,,,,,,,,,,11,20,3000,7000,,,,,,,,,0.1,8,,,,,,,,,,,1,4,,,
45429,1233,3.3441,SortedBoolean,11,,,,,,,,,,,,,,,,,11,20,3000,7000,,,,,,,,,,,,,,,,,0.1,7,,,1,4,,,
45429,1233,3.3441,SortedBoolean,12,,,,,,,,,,,,,,,,,11,20,3000,7000,,,,,,,,,,,,,,,,,,,,,1,4,,,
45429,1233,3.3441,SortedBoolean,13,,,,,,,,,,,,,,,,,,,3000,7000,,,,,,,,,,,,,,,,,,,,,1,4,,,
45429,1233,3.3441,SortedBoolean,14,,,,,,,,,,,,,,,,,,,3000,5000,,,,,,,,,,,,,,,,,,,,,1,4,,,
45429,1233,3.3441,SortedBoolean,15,,,,,,,,,,,,,,,,,,,3000,5000,,,,,,,,,1,6,,,,,,,,,,,1,4,,,
45435,1235,9.626,EnhancedMAUT,0,5000,,500,,,,,,,,,,,,,,4,,,,,,,,,,,,,,40,,,,,,,,,,5,,,,
45435,1235,9.626,EnhancedMAUT,1,1400,,1500,,,,,,,,,,,,,,13,,,,46,,,,,,,,,,130,,,,,,,,,,5,,,,
45437,1235,4.3821,SortedBoolean,0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,3.8,5,,,
45437,1235,4.3821,SortedBoolean,1,,,,1800,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,120,,3.8,5,,,
45439,1235,17.557,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,5,,,,
45440,1236,2.4724,EnhancedMAUT,0,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45442,1236,16.2344,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,3000,,,,,,2000,,,,,,,,,,,,,,,,,,,,
45444,1236,4.3821,EnhancedMAUT,0,,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45555,1259,2.4724,SortedBoolean,0,1500,2500,2500,2500,100,1000,300,300,38,50,0.4,1,12,45,500,1000,19,35,4700,4700,56,285,0,20,1500,2000,0,200,1.5,5,130,130,0,20,3000,5000,1.3,10,90,200,4,5,+calcium,+iron,+magnesium
45555,1259,2.4724,SortedBoolean,1,1500,2500,2500,2500,,,300,300,38,50,0.4,1,12,45,500,1000,19,35,4700,4700,56,285,,,1500,2000,,,1.5,5,130,130,,,3000,5000,1.3,10,90,200,4,5,+calcium,+iron,+magnesium
45555,1259,2.4724,SortedBoolean,2,1500,2500,2500,2500,,,,,,,0.4,1,12,45,500,1000,,,,,56,285,,,,,,,,,,,,,,,,,,,4,5,+calcium,+iron,+magnesium
45555,1259,2.4724,SortedBoolean,3,1500,2500,2500,2500,,,,,,,0.4,1,12,45,500,1000,,,,,56,285,,,,,,,,,,,,,,,,,,,4,5,,,
45555,1259,2.4724,SortedBoolean,4,1500,2500,2500,2500,,,,,,,0.4,1,12,45,500,1000,,,,,56,285,,,,,,,,,,,,,,,,,,,3,5,,,
45555,1259,2.4724,SortedBoolean,5,1500,2500,2000,2500,,,,,,,0.4,1,12,45,500,1000,,,,,56,285,,,,,,,,,,,,,,,,,,,3,5,,,
45557,1259,3.3441,EnhancedMAUT,0,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45557,1259,3.3441,EnhancedMAUT,1,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45557,1259,3.3441,EnhancedMAUT,2,,,2000,,,,,,,,,,,,,,15,,4700,,,,,,,,,,1.3,,,,,,,,1.5,,,,4,,,,
45557,1259,3.3441,EnhancedMAUT,3,1000,,2000,,,,300,,25,,.4,,8,,400,,15,,4700,,46,,,,,,,,1.3,,130,,,,3000,,1.5,,90,,4,,,,
45557,1259,3.3441,EnhancedMAUT,4,1000,,2000,,,,300,,25,,.4,,8,,400,,15,,4700,,46,,,,,,,,1.3,,130,,,,3000,,1.5,,90,,5,,,,
45559,1259,17.557,SortedBoolean,0,,,1500,2200,,,200,400,,,,,,,,,,,,,,,,,,,0,62,,,,,,,,,,,,,3,5,,,
45559,1259,17.557,SortedBoolean,1,,,1500,2200,,,200,400,,,,,,,,,,,,,,,,,1500,2300,0,62,,,,,,,,,,,,,3,5,,,
45575,1263,2.4724,EnhancedMAUT,0,500,,550,,75,,100,,20,,1,,10,,150,,10,,1400,,21,,50,,500,,0,,1,,50,,150,,1000,,1,,30,,4,,,,
45577,1263,4.3821,EnhancedMAUT,0,,,1200,,,,,,,,,,,,1,,,,,,,,,,,,,,2.0,,,,,,,,,,150,,,,,,
45579,1263,3.3441,EnhancedMAUT,0,,,,,,,,,,,,,,,,,16,,4700,,,,,,,,,,1.5,,,,,,,,2,,,,4,,,,
45590,1267,17.557,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,
45592,1267,2.4724,EnhancedMAUT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45592,1267,2.4724,EnhancedMAUT,1,1500,,,,,,,,,,,,8,,450,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45594,1267,3.3441,SortedBoolean,0,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,1.2,,,,,,,,1.2,,,,4,5,,,
45712,1105,7.4675,SortedBoolean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1800.0,,,36.0,45.0,4,5,+vitaminA,+vitaminC,+rating_max
45716,1105,11.2959,SortedBoolean,0,600.0,700.0,,,,,,,,,,,,,,,,,,,32.2,36.8,,,,,,,,,,,,,,,,,,,4,5,,,
45719,1105,1.5669,SortedBoolean,0,,,,,,,,,,,0.32,0.36,,,,,12.0,13.5,,,,,,,,,,,,,,,,,2700.0,3000.0,,,,,,,,,
45935,1349,2.4724,SortedBoolean,0,1500,2000,2200,2600,,,,,,,,,12,15,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5,,,
45935,1349,2.4724,SortedBoolean,1,1500,2000,2000,2800,,,,,,,,,12,20,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5,,,
45935,1349,2.4724,SortedBoolean,2,1200,2000,2000,2800,,,,,,,,,12,20,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5,,,
45935,1349,2.4724,SortedBoolean,3,1200,2000,2000,2800,,,,,,,,,12,20,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,,,
45935,1349,2.4724,SortedBoolean,4,1000,2000,2000,2800,,,,,,,,,10,20,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,,,
45935,1349,2.4724,SortedBoolean,5,800,2000,1800,3000,,,,,,,,,8,30,500,1000,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,,,
45937,1349,17.557,EnhancedMAUT,0,,,2000,,,,300,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,4,,,,
45937,1349,17.557,EnhancedMAUT,1,,,2000,,,,300,,20,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,4,,,,
45939,1349,7.4675,EnhancedMAUT,0,1000,,2000,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,4000,,,,100,,4,,,,
45950,1352,2.4724,EnhancedMAUT,0,1500,,,,,,,,,,0.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,4,,,,
45952,1352,11.2959,EnhancedMAUT,0,1400,,,,,,,,,,,,,,400,,,,,,,,,,1500,,,,,,,,,,,,,,,,4,,,,
45952,1352,11.2959,EnhancedMAUT,1,1400,,2200,,,,,,,,,,,,400,,,,,,40,,,,1500,,,,,,,,,,,,,,,,4,,,,
45952,1352,11.2959,EnhancedMAUT,2,1400,,2200,,,,,,,,,,,,400,,,,,,56,,,,1500,,,,,,,,,,,,,,,,4,,,,
45954,1352,10.554,EnhancedMAUT,0,,,2300,,,,300,,,,,,,,,,,,,,26,,,,1500,,,,,,130,,,,,,,,,,4,,,,
45967,1354,2.4724,EnhancedMAUT,0,2000,,2500,,,,,,,,,,20,,600,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
45975,1356,2.4724,EnhancedMAUT,0,,,800,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975,1356,2.4724,EnhancedMAUT,1,1500,,2500,,,,,,,,.4,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,
45977,1356,1.5669,EnhancedMAUT,0,,,2000,,,,,,,,.4,,,,,,15,,,,,,,,,,,,,,,,,,3000,,,,,,3,,,,
45979,1356,10.554,SortedBoolean,0,,,2100,2350,,,250,300,,,,,,,,,,,,,,,,,,,,,,,100,135,,,,,,,,,,,,,
46072,1376,11.2959,SortedBoolean,0,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
46072,1376,11.2959,SortedBoolean,1,,1400,,2000,,,,,,,,,,8,,400,,,,4700,,40,,,,1500,,,,1.1,,,,,,3000,,,,,,5,,,
46072,1376,11.2959,SortedBoolean,2,,1400,,2000,,,,,,,,,,8,,400,,,,4700,,40,,,,1500,,,,1.1,,,,,,3000,,,,,,5,+protein,+calcium,+magnesium
46315,1433,12.6089,SortedBoolean,0,,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4,,,
46317,1433,5.4745,EnhancedMAUT,0,400,,,,,,,,,,.2,,3,,150,,,,,,15,,,,,,,,,,,,,,,,,,30,,3.5,,,,
46319,1433,8.647,SortedBoolean,0,,,,2300,,,,,,58,,,,,,,,15,,,,,,,,,,,,1.2,,,,,,,,,,,2.5,4.0,,,
46319,1433,8.647,SortedBoolean,1,,,,2300,,,,,,,,,,,,,,15,,,,,,,,,,,,1.2,,,,,,,,,,,2.5,4.0,,,
46319,1433,8.647,SortedBoolean,2,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,2.5,4.0,,,
